,TransactionID,DeviceType,DeviceInfo
94267,3321943,mobile,SM-J500M Build/LMY48B
94303,3322293,mobile,SM-T355Y Build/NMF26X
94313,3322356,desktop,MacOS
94360,3322857,mobile,SM-G570M Build/NRD90M
94368,3322966,,
94467,3323824,desktop,Windows
94488,3324049,desktop,Windows
94530,3324389,desktop,Windows
94570,3324706,desktop,Windows
94653,3325187,mobile,Moto G Play Build/MPIS24.241-15.3-7
94674,3325300,,
94798,3326324,mobile,LG-K200 Build/MXB48T
95069,3327946,mobile,LG-K200 Build/MXB48T
95425,3330110,desktop,
95439,3330167,desktop,Windows
95460,3330287,desktop,Moto Z (2
95507,3330495,desktop,Windows
95563,3330882,desktop,Windows
95623,3331150,mobile,iOS Device
95649,3331266,desktop,Moto G (5) Plus Build/NPN25.137-92
95687,3331415,mobile,iOS Device
95715,3331475,desktop,Windows
95726,3331503,desktop,CHC-U03 Build/HuaweiCHC-U03
95728,3331508,mobile,ALE-L23 Build/HuaweiALE-L23
95767,3331693,desktop,Trident/7.0
95768,3331712,desktop,Windows
95775,3331744,mobile,
95797,3331889,desktop,Windows
95819,3332009,mobile,TA-1039 Build/NMF26F
95839,3332080,desktop,
95889,3332293,desktop,Windows
95898,3332408,mobile,
95904,3332424,desktop,Windows
95917,3332509,desktop,Windows
95925,3332542,desktop,MacOS
95990,3332887,,
96112,3333817,mobile,
96254,3334910,desktop,Windows
96308,3335038,desktop,Windows
96341,3335122,desktop,
96382,3335280,mobile,iOS Device
96404,3335429,desktop,Windows
96508,3336154,desktop,Windows
96527,3336285,mobile,iOS Device
96596,3336734,desktop,
96613,3336787,mobile,iOS Device
96663,3337116,mobile,SM-G955F Build/NRD90M
96973,3339221,desktop,Windows
96985,3339342,desktop,Windows
97021,3339629,desktop,Trident/7.0
97132,3340327,desktop,Windows
97151,3340414,,
97172,3340557,mobile,BAC-L03 Build/HUAWEIBAC-L03
97332,3341379,desktop,Windows
97393,3341637,mobile,SM-T280 Build/LMY47V
97460,3342048,mobile,
97510,3342435,desktop,
97585,3342975,mobile,Moto G Play Build/MPIS24.241-15.3-7
97614,3343130,mobile,iOS Device
97770,3344009,mobile,iOS Device
97810,3344253,desktop,Windows
97814,3344291,desktop,Windows
97823,3344367,mobile,XT1650 Build/NPLS26.118-20-5-11
97854,3344536,desktop,Windows
97859,3344554,desktop,Trident/7.0
97873,3344660,desktop,Trident/7.0
97915,3344918,mobile,iOS Device
97938,3345020,mobile,SM-G955U Build/NRD90M
97951,3345080,desktop,
98282,3346995,mobile,SM-A510M Build/MMB29K
98287,3347008,desktop,Windows
98291,3347030,mobile,SC-02H
98295,3347050,desktop,Moto G (5) Build/NPP25.137-93
98346,3347197,desktop,Windows
98373,3347455,desktop,Windows
98374,3347465,desktop,MacOS
98379,3347486,mobile,SM-G900T Build/MMB29M
98399,3347637,desktop,Windows
98434,3347895,desktop,Windows
98443,3347948,desktop,Windows
98445,3347978,desktop,Windows
98461,3348084,desktop,Windows
98538,3348558,desktop,rv:11.0
98543,3348568,mobile,Z799VL
98565,3348700,desktop,Windows
98576,3348720,desktop,Windows
98626,3348993,mobile,SAMSUNG SM-A310F Build/NRD90M
98812,3350012,desktop,Windows
98829,3350065,desktop,Windows
98837,3350084,mobile,SM-G532M Build/MMB29T
99024,3351158,desktop,Windows
99039,3351270,desktop,Windows
99042,3351292,desktop,Windows
99052,3351331,desktop,Windows
99091,3351729,desktop,Windows
99161,3352128,desktop,Windows
99164,3352135,desktop,Trident/7.0
99179,3352189,desktop,MacOS
99180,3352193,desktop,Windows
99203,3352325,desktop,Windows
99209,3352345,mobile,MYA-L13 Build/HUAWEIMYA-L13
99301,3352806,desktop,
99331,3352908,desktop,Windows
99353,3353036,mobile,
99371,3353097,mobile,SAMSUNG SM-N910A Build/MMB29M
99575,3353994,desktop,Windows
99709,3354776,desktop,Trident/7.0
99758,3355033,mobile,ZTE
99805,3355277,desktop,
99860,3355467,desktop,Windows
100014,3356059,desktop,Windows
100057,3356172,mobile,LG-D693n
100190,3356645,desktop,Windows
100210,3356785,mobile,
100239,3356935,mobile,iOS Device
100244,3356964,desktop,HUAWEI GRA-L09 Build/HUAWEIGRA-L09
100250,3357015,desktop,
100301,3357254,desktop,Windows
100354,3357520,mobile,BLADE V8 SE Build/NRD90M
100364,3357570,desktop,Windows
100456,3357969,mobile,
100589,3358665,desktop,
100620,3358781,desktop,Linux i686
100746,3359352,mobile,Blade V6 Plus Build/MRA58K
100758,3359392,desktop,Windows
100777,3359437,mobile,iOS Device
100953,3359970,desktop,Windows
100971,3360054,mobile,
101002,3360189,desktop,Windows
101010,3360219,desktop,Trident/7.0
101154,3360888,mobile,
101169,3360969,mobile,iOS Device
101351,3361896,desktop,Moto G (5) Build/NPP25.137-93
101484,3362182,mobile,SM-G610M Build/MMB29K
101491,3362242,desktop,SM-J700M Build/LMY48B
101516,3362409,mobile,
101614,3362943,desktop,rv:59.0
101720,3363442,desktop,Windows
101738,3363591,desktop,MacOS
101787,3363912,desktop,
101805,3364062,desktop,Windows
101895,3364546,desktop,Windows
101900,3364559,desktop,MacOS
101902,3364562,desktop,SM-G531H Build/LMY48B
101908,3364576,desktop,Windows
102036,3365190,desktop,Windows
102126,3365721,desktop,Windows
102206,3366112,desktop,rv:56.0
102295,3366547,mobile,LG-H872 Build/NRD90U
102298,3366558,mobile,SM-G935F Build/NRD90M
102305,3366591,desktop,MacOS
102350,3366848,mobile,HUAWEI VNS-L23 Build/HUAWEIVNS-L23
102405,3367197,desktop,Windows
102488,3367598,mobile,SAMSUNG SM-J700M Build/MMB29K
102537,3367804,mobile,SM-A520F Build/NRD90M
102892,3370106,desktop,MacOS
102999,3370661,desktop,
103013,3370695,mobile,
103028,3370730,desktop,SM-J700M Build/LMY48B
103052,3370790,mobile,
103084,3370998,desktop,MacOS
103261,3372215,desktop,Trident/7.0
103306,3372424,mobile,
103314,3372452,mobile,
103418,3373179,mobile,SAMSUNG SM-A520F Build/NRD90M
103467,3373573,desktop,MacOS
103500,3373759,desktop,Windows
103576,3374000,desktop,
103586,3374023,mobile,SM-T280 Build/LMY47V
103626,3374089,mobile,SM-A300H Build/LRX22G
103633,3374113,desktop,Windows
103700,3374565,mobile,
103710,3374616,desktop,
103727,3374654,mobile,iOS Device
103763,3374870,mobile,
103805,3375105,desktop,
103881,3375435,mobile,iOS Device
103892,3375484,mobile,
104042,3376103,desktop,Windows
104050,3376120,mobile,SAMSUNG SM-N950U Build/NMF26X
104115,3376372,mobile,
104158,3376561,mobile,
104188,3376706,mobile,ALCATEL ONE TOUCH 7047A Build/JDQ39
104194,3376728,mobile,HTC One_M8 Build/MRA58K
104222,3376842,desktop,Windows
104300,3377082,desktop,Windows
104350,3377183,desktop,MacOS
104362,3377208,mobile,F3311
104366,3377218,desktop,Windows
104395,3377329,desktop,Trident/7.0
104436,3377515,,
104445,3377561,desktop,MacOS
104500,3377788,desktop,Windows
104641,3378394,desktop,MacOS
104729,3378813,mobile,Nexus 6 Build/MOB30M
104756,3378911,desktop,Windows
104774,3379011,desktop,Windows
104781,3379065,desktop,Windows
105204,3380784,desktop,
105229,3380912,desktop,Windows
105333,3381430,desktop,Windows
105428,3381825,mobile,iOS Device
105439,3381863,mobile,
105694,3382931,mobile,iOS Device
105750,3383071,mobile,SM-J730G Build/NRD90M
105817,3383305,desktop,Windows
105825,3383332,mobile,SAMSUNG SM-G532M Build/MMB29T
105834,3383373,desktop,
105837,3383383,mobile,iOS Device
105839,3383387,mobile,iOS Device
105842,3383394,mobile,SM-T350 Build/NMF26X
105845,3383398,desktop,Windows
105849,3383417,desktop,Windows
105931,3383845,desktop,Windows
106039,3384356,mobile,LG-H870 Build/NRD90U
106046,3384378,mobile,HTCD160LVWPP
106047,3384383,mobile,SM-G935F Build/NRD90M
106103,3384642,mobile,SM-J500M Build/MMB29M
106120,3384754,mobile,SM-G955U Build/R16NW
106133,3384818,desktop,Moto G (4) Build/NPJ25.93-14.7
106135,3384824,mobile,
106137,3384829,mobile,SM-G935F Build/NRD90M
106139,3384837,desktop,Windows
106141,3384860,desktop,Trident/7.0
106265,3385435,desktop,Windows
106266,3385436,desktop,
106273,3385458,desktop,Windows
106430,3386061,desktop,Windows
106647,3387070,desktop,
106729,3387404,desktop,Windows
106766,3387550,desktop,
107087,3388781,mobile,
107129,3388849,desktop,
107131,3388852,mobile,
107192,3388940,desktop,Moto E (4) Build/NMA26.42-19
107573,3390628,desktop,MacOS
107838,3391754,desktop,Windows
107894,3391851,desktop,Windows
108247,3393222,desktop,MacOS
108259,3393282,mobile,
108276,3393354,desktop,Moto G (5) Build/NPP25.137-93
108285,3393389,desktop,
108411,3394011,mobile,
108447,3394164,mobile,SM-G950U Build/NRD90M
108854,3395396,desktop,Trident/7.0
108871,3395467,mobile,
108886,3395569,desktop,Moto G (5) Build/NPP25.137-93
108911,3395666,mobile,iOS Device
108919,3395690,desktop,Windows
108934,3395723,desktop,Windows
109006,3396025,mobile,SM-J700M Build/LMY48B
109096,3396433,mobile,SAMSUNG SM-J500M Build/LMY48B
109408,3397784,mobile,
109697,3398897,mobile,
109853,3399921,desktop,Windows
109991,3401021,desktop,LG-D320 Build/KOT49I.V10a
110057,3401369,mobile,iOS Device
110153,3401861,desktop,
110164,3401909,desktop,Windows
110195,3401989,,
110197,3401992,mobile,XT1635-02 Build/NPN26.118-22-2
110221,3402068,mobile,LG-H500 Build/LRX21Y
110260,3402151,mobile,SM-J111M Build/LMY47V
110278,3402197,desktop,Windows
110290,3402222,mobile,rv:59.0
110389,3402836,mobile,iOS Device
110514,3403509,desktop,Windows
110532,3403580,desktop,Windows
110651,3404464,desktop,Windows
110670,3404604,mobile,
110841,3405206,mobile,
111341,3407694,mobile,
111348,3407738,mobile,
111533,3409007,desktop,Windows
111766,3410520,mobile,iOS Device
111804,3410799,desktop,Windows
111934,3411250,mobile,moto x4 Build/OPWS27.57-40-6
111952,3411314,mobile,
111995,3411925,,
112089,3412877,desktop,Moto G (4) Build/NPJS25.93-14-8.1-4
112133,3413215,mobile,
112415,3415220,desktop,Windows
112432,3415295,desktop,Trident/7.0
112715,3417084,desktop,
113284,3420300,,
113428,3421101,desktop,LG-H320 Build/LRX21Y
113523,3421652,desktop,Trident/7.0
113786,3422956,desktop,Windows
113809,3423090,mobile,SM-J111M Build/LMY47V
113891,3423563,mobile,
113917,3423757,desktop,Windows
114394,3426481,mobile,iOS Device
114436,3426759,mobile,SAMSUNG SM-N950U Build/R16NW
114745,3428230,mobile,M4 SS4451 Build/LMY47D
114755,3428301,desktop,Windows
114766,3428347,mobile,SM-T587P
114864,3428875,mobile,iOS Device
114880,3428962,mobile,
114945,3429362,desktop,Windows
115089,3430115,desktop,Trident/7.0
115152,3430527,desktop,Trident/7.0
115402,3432134,desktop,Windows
115496,3432635,mobile,iOS Device
115578,3433007,mobile,iOS Device
115584,3433046,mobile,Hisense L675 Build/MRA58K
115670,3433477,mobile,iOS Device
115681,3433584,mobile,LG-K580 Build/MRA58K
115694,3433685,mobile,iOS Device
115697,3433705,mobile,iOS Device
115758,3434042,desktop,Trident/7.0
115772,3434167,mobile,iOS Device
115778,3434193,mobile,Hisense F23 Build/NRD90M
115949,3435199,mobile,iOS Device
116000,3435411,mobile,HUAWEI RIO-L03 Build/HUAWEIRIO-L03
116014,3435441,,
116029,3435480,desktop,Windows
116082,3435705,desktop,Windows
116088,3435756,desktop,Windows
116090,3435764,desktop,Trident/7.0
116094,3435777,desktop,Windows
116107,3435890,mobile,
116110,3435897,desktop,MacOS
116165,3436353,desktop,Windows
116172,3436413,mobile,SAMSUNG SM-J500M Build/MMB29M
116192,3436549,desktop,Windows
116195,3436567,,
116216,3436728,desktop,Trident/7.0
116219,3436735,desktop,Windows
116220,3436736,desktop,Windows
116226,3436780,mobile,
116279,3437075,mobile,iOS Device
116305,3437213,mobile,Hisense L675 Build/MRA58K
116312,3437265,desktop,Windows
116319,3437309,desktop,Windows
116326,3437335,mobile,SM-G930V Build/NRD90M
116349,3437569,desktop,Windows
116358,3437623,desktop,Trident/7.0
116500,3438277,desktop,
116505,3438294,desktop,Windows
116538,3438383,mobile,Hisense L675 Build/MRA58K
116593,3438717,desktop,Windows
116614,3438805,desktop,Windows
116665,3439137,desktop,
116763,3439773,desktop,Windows
116782,3439856,mobile,MotoE2 Build/LPCS23.13-56-5
116797,3439939,mobile,SM-N950U Build/NMF26X
116849,3440193,mobile,
116908,3440456,desktop,Windows
116912,3440466,mobile,LGMS395
116914,3440469,mobile,Blade L5 Build/LMY47I
116950,3440578,desktop,Windows
116975,3440714,mobile,
117027,3440878,mobile,
117030,3440883,mobile,SM-J510MN Build/MMB29M
117046,3440909,mobile,LG-X230 Build/MRA58K
117102,3441104,desktop,Trident/7.0
117173,3441490,desktop,MacOS
117180,3441542,mobile,SM-J710MN Build/MMB29K
117181,3441546,mobile,LG-X220 Build/LMY47I
117183,3441548,mobile,LG-X220 Build/LMY47I
117184,3441557,mobile,Moto X Play Build/NPD26.48-24-1
117185,3441567,desktop,
117271,3442079,mobile,HUAWEI VNS-L23 Build/HUAWEIVNS-L23
117297,3442213,desktop,Windows
117353,3442536,mobile,SAMSUNG SM-G935P Build/NRD90M
117445,3443146,desktop,rv:11.0
117454,3443220,desktop,Windows
117458,3443255,mobile,XT1097
117468,3443351,desktop,MacOS
117633,3444143,mobile,BLADE V8 SE Build/NRD90M
117673,3444335,mobile,SM-N950U Build/R16NW
117675,3444342,mobile,9008A Build/NRD90M
117720,3444541,mobile,
117792,3445064,desktop,Windows
118012,3446174,desktop,Windows
118154,3446736,desktop,Windows
118216,3447105,mobile,iOS Device
118232,3447173,mobile,es-us
118306,3447411,desktop,Windows
118339,3447578,desktop,Windows
118579,3449092,mobile,SM-G930VL Build/NRD90M
118584,3449137,desktop,MacOS
118591,3449165,desktop,MacOS
118642,3449421,desktop,rv:59.0
118732,3449993,desktop,Windows
118804,3450388,mobile,iOS Device
118818,3450502,mobile,AM508
118826,3450530,,
118841,3450617,mobile,LG-K530 Build/MMB29M
118890,3451057,mobile,Moto Z2 Play Build/NPSS26.118-19-14
118897,3451115,mobile,iOS Device
118898,3451121,desktop,rv:59.0
118906,3451157,mobile,BLADE V8 SE Build/NRD90M
118911,3451185,mobile,
118916,3451210,mobile,
118953,3451404,mobile,SLA-L03 Build/HUAWEISLA-L03
118985,3451517,desktop,Windows
119093,3452022,mobile,SM-G532M Build/MMB29T
119148,3452370,desktop,Windows
119260,3452939,desktop,
119352,3453478,desktop,
119384,3453715,desktop,Windows
119472,3454083,mobile,
119490,3454144,desktop,Windows
119527,3454418,desktop,rv:59.0
119533,3454452,desktop,Windows
119549,3454619,desktop,MacOS
119598,3454809,desktop,Windows
119603,3454842,desktop,Windows
119629,3455109,mobile,iOS Device
119662,3455287,desktop,Windows
119705,3455574,mobile,ONE A2003 Build/MMB29M
119720,3455639,,
119773,3455943,desktop,MacOS
119907,3456698,desktop,Windows
119911,3456726,desktop,Trident/7.0
119949,3456847,desktop,Windows
119974,3456909,mobile,moto x4 Build/OPWS27.57-40-6
119980,3456927,mobile,SM-G955U Build/R16NW
120196,3458103,desktop,MacOS
120315,3458677,desktop,Windows
120327,3458741,mobile,SAMSUNG SM-G935W8 Build/NRD90M
120345,3458862,mobile,
120380,3459040,desktop,Trident/7.0
120427,3459290,mobile,SM-T580 Build/NRD90M
120446,3459379,desktop,
120462,3459426,desktop,MacOS
120578,3459935,mobile,SM-J510MN Build/MMB29M
120581,3459981,mobile,SAMSUNG SM-G955U Build/NRD90M
120584,3460024,desktop,Windows
120593,3460075,desktop,Trident/7.0
120614,3460163,,
120620,3460199,mobile,iOS Device
120622,3460202,desktop,Windows
120644,3460317,desktop,Trident/7.0
120662,3460433,desktop,
120717,3460709,desktop,Moto G (4) Build/NPJ25.93-14.7
120720,3460725,mobile,iOS Device
120725,3460741,mobile,SAMSUNG
120829,3461437,desktop,Windows
120937,3462062,desktop,
120996,3462466,desktop,Moto G (5) Build/NPPS25.137-15-11
121108,3463046,desktop,Windows
121143,3463244,desktop,
121180,3463479,mobile,LG-D693n Build/LRX22G
121194,3463550,mobile,SM-G531H Build/LMY48B
121205,3463605,mobile,HUAWEI VNS-L23 Build/HUAWEIVNS-L23
121211,3463680,desktop,MacOS
121319,3464487,mobile,SM-G950U Build/R16NW
121335,3464563,mobile,iOS Device
121356,3464678,desktop,Windows
121373,3464754,desktop,Windows
121402,3464841,desktop,SM-N910T Build/LMY47X
121536,3465515,mobile,rv:59.0
121546,3465572,desktop,Windows
121566,3465692,mobile,iOS Device
121657,3466154,mobile,iOS Device
121672,3466274,desktop,rv:11.0
121675,3466316,mobile,iOS Device
121680,3466352,mobile,
121688,3466442,mobile,
121695,3466483,desktop,Moto G (5) Plus Build/NPNS25.137-15-11
121723,3466666,mobile,Build/OPR6.170623.013
121832,3467282,desktop,Trident/7.0
121849,3467414,desktop,Moto G (5) Plus Build/NPN25.137-92
121851,3467432,desktop,Windows
121893,3467773,mobile,SM-G610M Build/MMB29K
121924,3468030,desktop,Windows
121943,3468134,mobile,iOS Device
121944,3468135,mobile,iOS Device
121948,3468149,mobile,iOS Device
121958,3468183,desktop,
121994,3468513,mobile,Blade V6 Build/LRX22G
122004,3468621,desktop,rv:59.0
122016,3468770,desktop,MacOS
122027,3468877,desktop,Windows
122029,3468896,desktop,Windows
122042,3468968,desktop,Trident/7.0
122044,3468974,desktop,Windows
122093,3469294,desktop,Moto G (4) Build/NPJS25.93-14-13
122105,3469339,mobile,TA-1044 Build/NMF26F
122109,3469363,desktop,
122124,3469508,mobile,
122159,3469729,mobile,Lenovo A2016b30 Build/MRA58K
122165,3469744,desktop,Windows
122166,3469754,desktop,
122177,3469812,mobile,iOS Device
122186,3469867,desktop,Windows
122203,3469970,desktop,MacOS
122216,3470109,desktop,
122222,3470130,mobile,SM-G950F Build/NRD90M
122246,3470279,desktop,Windows
122250,3470312,mobile,iOS Device
122296,3470591,desktop,Windows
122328,3470726,desktop,MacOS
122421,3471311,desktop,Windows
122659,3472575,desktop,Moto E (4) Build/NMA26.42-19
122785,3473258,mobile,iOS Device
122829,3473488,mobile,iOS Device
122844,3473604,desktop,Windows
122867,3473742,desktop,MacOS
122923,3474093,desktop,rv:59.0
122930,3474140,mobile,SM-G920V Build/NRD90M
122964,3474333,mobile,iOS Device
122992,3474522,desktop,MacOS
122999,3474547,mobile,iOS Device
123075,3475012,desktop,
123087,3475067,mobile,iOS Device
123112,3475201,desktop,Trident/7.0
123160,3475372,desktop,
123213,3475655,desktop,Windows
123296,3476140,desktop,rv:11.0
123318,3476247,desktop,Windows
123359,3476479,desktop,
123365,3476522,desktop,Windows
123451,3477047,desktop,MacOS
123460,3477091,desktop,Windows
123464,3477110,mobile,
123469,3477161,desktop,Windows
123474,3477197,mobile,
123516,3477446,desktop,Windows
123518,3477468,desktop,
123527,3477499,desktop,Trident/7.0
123529,3477511,desktop,Windows
123531,3477521,desktop,
123535,3477544,desktop,Windows
123539,3477575,,
123545,3477628,mobile,iOS Device
123548,3477633,mobile,iOS Device
123553,3477656,desktop,Windows
123558,3477686,desktop,
123561,3477690,desktop,Windows
123563,3477706,mobile,BLADE V8 SE Build/NRD90M
123582,3477788,mobile,
123587,3477802,mobile,
123590,3477818,desktop,SAMSUNG SM-J320FN Build/LMY47V
123673,3478041,mobile,
123693,3478097,desktop,Windows
123711,3478140,mobile,iOS Device
123715,3478149,mobile,Moto G Play Build/MPIS24.241-15.3-7
123762,3478399,desktop,SM-A300H Build/LRX22G
123853,3478918,desktop,Windows
123870,3479021,desktop,Windows
123890,3479127,desktop,
123956,3479449,desktop,MacOS
124027,3479815,desktop,Moto G (5) Plus Build/NPN25.137-92
124045,3479931,mobile,iOS Device
124069,3480037,desktop,Windows
124071,3480039,desktop,Windows
124078,3480072,mobile,Hisense F20 Build/MMB29M
124080,3480093,,
124097,3480162,desktop,MacOS
124099,3480167,desktop,Windows
124101,3480171,mobile,HUAWEI G7-L03 Build/HuaweiG7-L03
124122,3480248,desktop,
124127,3480273,desktop,Windows
124130,3480296,mobile,iOS Device
124144,3480384,desktop,Windows
124151,3480469,mobile,iOS Device
124156,3480530,desktop,MacOS
124157,3480531,desktop,MacOS
124158,3480535,desktop,MacOS
124160,3480541,mobile,iOS Device
124174,3480619,desktop,MacOS
124185,3480663,desktop,
124186,3480667,desktop,
124187,3480693,mobile,iOS Device
124207,3480857,desktop,
124230,3480915,desktop,Windows
124238,3480961,desktop,
124243,3480985,desktop,Windows
124244,3480987,desktop,
124248,3481020,mobile,SM-G965U Build/R16NW
124254,3481050,desktop,Windows
124258,3481063,desktop,
124266,3481080,desktop,Windows
124270,3481108,desktop,Windows
124280,3481158,mobile,SM-J320M Build/LMY47V
124368,3481795,mobile,iOS Device
124375,3481857,mobile,iOS Device
124398,3482057,mobile,iOS Device
124406,3482113,desktop,Windows
124410,3482129,desktop,Windows
124436,3482339,desktop,Windows
124488,3482857,desktop,
124537,3483268,desktop,Windows
124647,3483875,mobile,SAMSUNG SM-G955F Build/NRD90M
124731,3484329,mobile,iOS Device
124754,3484463,desktop,Windows
124775,3484576,desktop,Windows
124784,3484639,desktop,Windows
124789,3484661,desktop,ALE-L23 Build/HuaweiALE-L23
124799,3484747,desktop,rv:47.0
124801,3484752,desktop,Windows
124863,3485097,mobile,iOS Device
124869,3485109,mobile,iOS Device
124892,3485196,desktop,rv:11.0
124895,3485202,mobile,
124906,3485226,desktop,Windows
124939,3485441,mobile,
124944,3485496,desktop,
124961,3485622,mobile,
124963,3485631,desktop,Windows
124971,3485675,desktop,Windows
124981,3485700,desktop,Windows
124982,3485701,desktop,Windows
124987,3485710,mobile,
125050,3486083,desktop,Windows
125063,3486146,desktop,Windows
125111,3486375,desktop,MacOS
125149,3486630,mobile,LG-X180g Build/LMY47I
125168,3486751,desktop,Windows
125196,3486851,desktop,Windows
125204,3486883,mobile,BLADE V8Q Build/N2G47H
125213,3486914,desktop,Windows
125232,3487002,desktop,Windows
125255,3487103,desktop,Windows
125266,3487159,desktop,Windows
125287,3487316,desktop,Windows
125302,3487406,desktop,Windows
125315,3487466,desktop,Windows
125356,3487711,mobile,SM-G930V Build/NRD90M
125399,3487963,desktop,Windows
125402,3487978,mobile,Microsoft
125414,3488069,mobile,iOS Device
125520,3488769,mobile,
125558,3488935,mobile,BLADE V8Q Build/N2G47H
125590,3489157,desktop,MacOS
125671,3489959,desktop,Windows
125699,3490136,desktop,
125714,3490243,mobile,iOS Device
125716,3490258,desktop,Windows
125783,3490665,,
125842,3491110,desktop,MacOS
125873,3491312,mobile,
125892,3491448,desktop,MacOS
125916,3491592,desktop,Windows
125917,3491600,mobile,SM-N920G Build/NRD90M
125922,3491662,mobile,iOS Device
125923,3491673,mobile,
125929,3491745,desktop,Windows
125947,3491859,mobile,SM-G532M Build/MMB29T
125950,3491888,mobile,ALE-L23 Build/HuaweiALE-L23
125955,3491963,desktop,Windows
125988,3492249,mobile,
126009,3492437,desktop,
126024,3492498,desktop,Moto G (5) Plus Build/NPN25.137-92
126030,3492510,desktop,Windows
126125,3493080,desktop,Windows
126169,3493354,desktop,Windows
126180,3493379,mobile,
126189,3493404,desktop,Windows
126344,3494220,mobile,
126353,3494293,desktop,Windows
126357,3494322,desktop,MacOS
126366,3494377,desktop,Windows
126454,3494863,desktop,MacOS
126457,3494882,desktop,Windows
126459,3494897,desktop,Windows
126474,3494966,desktop,Windows
126485,3495022,desktop,Windows
126591,3495609,desktop,Windows
126611,3495716,desktop,Windows
126733,3496524,desktop,Windows
126739,3496539,desktop,Windows
126743,3496554,desktop,Windows
126816,3497087,desktop,Windows
126885,3497743,desktop,Windows
126890,3497778,desktop,Trident/7.0
126911,3497976,desktop,Windows
126919,3498003,mobile,Moto G Play Build/NPIS26.48-36-5
126923,3498021,desktop,
126976,3498418,mobile,iOS Device
126980,3498445,desktop,
126991,3498521,desktop,MacOS
126993,3498529,desktop,MacOS
126997,3498569,desktop,
127055,3499038,desktop,Windows
127080,3499190,desktop,Windows
127083,3499215,desktop,Windows
127091,3499265,desktop,Windows
127106,3499335,mobile,iOS Device
127133,3499422,mobile,SAMSUNG SM-P580 Build/NRD90M
127155,3499490,mobile,BAC-L03 Build/HUAWEIBAC-L03
127249,3499703,desktop,Windows
127268,3499835,desktop,
127298,3500056,desktop,Trident/7.0
127304,3500116,desktop,MacOS
127316,3500156,desktop,Moto G (5) Plus Build/NPNS25.137-92-8
127362,3500473,mobile,iOS Device
127364,3500485,mobile,SM-G892A
127365,3500498,desktop,Trident/7.0
127392,3500640,mobile,SM-J700M Build/MMB29K
127452,3500993,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
127457,3501033,mobile,LG-M400 Build/NRD90U
127465,3501072,desktop,Windows
127466,3501073,desktop,Windows
127468,3501085,desktop,Windows
127505,3501326,desktop,Windows
127543,3501606,desktop,Trident/7.0
127560,3501771,mobile,HUAWEI VNS-L53 Build/HUAWEIVNS-L53
127561,3501776,desktop,Trident/7.0
127649,3502290,desktop,Windows
127650,3502293,mobile,4047G Build/NRD90M
127651,3502294,desktop,Windows
127659,3502333,desktop,Windows
127706,3502572,mobile,iOS Device
127725,3502706,desktop,
127726,3502709,desktop,Windows
127791,3502961,desktop,Windows
127832,3503250,desktop,Windows
127870,3503538,desktop,Windows
127989,3504334,mobile,
128006,3504481,desktop,Windows
128183,3505374,mobile,
128406,3506636,mobile,
128411,3506653,desktop,Windows
128433,3506775,desktop,S57 Build/KTU84P
128482,3507045,desktop,Windows
128486,3507082,desktop,Windows
128497,3507145,mobile,F3111 Build/33.3.A.1.97
128502,3507166,desktop,Trident/7.0
128536,3507406,mobile,iOS Device
128620,3507756,desktop,Windows
128745,3508448,desktop,MacOS
128914,3509397,desktop,MacOS
128930,3509453,mobile,Moto G (5) Build/NPP25.137-82
128975,3509693,mobile,SM-J327VPP Build/NRD90M
129022,3510016,desktop,Windows
129027,3510039,mobile,
129083,3510354,desktop,Windows
129151,3510671,desktop,
129207,3510859,mobile,
129213,3510877,mobile,SAMSUNG SM-G955F Build/NRD90M
129240,3510970,desktop,Windows
129241,3510983,desktop,MacOS
129256,3511057,desktop,Windows
129262,3511094,desktop,MacOS
129293,3511261,mobile,iOS Device
129312,3511369,desktop,Windows
129374,3511739,mobile,iOS Device
129449,3512302,desktop,Windows
129494,3512511,desktop,Trident/7.0
129503,3512570,desktop,Windows
129511,3512606,desktop,Windows
129515,3512630,desktop,Windows
129547,3512800,desktop,Windows
129548,3512801,mobile,LG-H320 Build/LRX21Y
129595,3513084,desktop,MacOS
129604,3513132,mobile,Ilium X510 Build/MRA58K
129613,3513164,desktop,MacOS
129621,3513192,desktop,Windows
129653,3513345,mobile,
129655,3513353,desktop,
129813,3513990,desktop,Windows
129971,3514801,desktop,Windows
129987,3514895,desktop,Windows
130003,3514962,desktop,Windows
130019,3515053,desktop,Trident/7.0
130081,3515292,mobile,HUAWEI G7-L03 Build/HuaweiG7-L03
130094,3515359,desktop,MacOS
130103,3515386,desktop,Windows
130123,3515471,desktop,Windows
130173,3515759,mobile,SM-G950F Build/NRD90M
130190,3515850,desktop,Windows
130300,3516304,desktop,MacOS
130338,3516415,desktop,MacOS
130348,3516446,desktop,
130409,3516550,mobile,MotoG3 Build/MPIS24.65-33.1-2-16
130467,3516722,mobile,rv:59.0
130473,3516760,mobile,SM-G925I Build/NRD90M
130535,3517145,mobile,
130589,3517414,mobile,iOS Device
130643,3517718,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
130649,3517740,desktop,Windows
130653,3517753,mobile,SM-T670
130678,3517849,mobile,SAMSUNG SM-G610M Build/MMB29K
130689,3517906,desktop,MacOS
130698,3517973,desktop,MacOS
130699,3517975,desktop,MacOS
