,TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card4,card6,P_emaildomain,R_emaildomain,addr1,addr2,dist1,dist2
550557,3537557,1,14541234,16.230999999999998,C,visa,debit,outlook.com,outlook.com,,,,321.0
550564,3537564,1,14543490,8.915,C,visa,debit,gmail.com,gmail.com,,,,17.0
550566,3537566,1,14543538,8.915,C,visa,debit,gmail.com,gmail.com,,,,17.0
550569,3537569,1,14544584,226.0,W,visa,debit,gmail.com,,325.0,87.0,5.0,
550571,3537571,1,14544797,117.0,W,visa,debit,gmail.com,,325.0,87.0,5.0,
550660,3537660,1,14556775,59.0,W,visa,debit,gmail.com,,181.0,87.0,37.0,
550710,3537710,1,14559560,35.044000000000004,C,mastercard,credit,hotmail.com,hotmail.com,,,,0.0
550713,3537713,1,14559694,35.044000000000004,C,visa,debit,hotmail.com,hotmail.com,,,,0.0
550792,3537792,1,14562311,19.674,C,mastercard,debit,gmail.com,gmail.com,,,,0.0
550934,3537934,1,14566152,57.0,W,visa,debit,gmail.com,,184.0,87.0,271.0,
550947,3537947,1,14566562,34.0,W,visa,debit,comcast.net,,337.0,87.0,0.0,
551014,3538014,1,14568062,82.95,W,visa,debit,aol.com,,325.0,87.0,1.0,
551067,3538067,1,14569114,117.0,W,visa,debit,yahoo.com,,330.0,87.0,31.0,
551287,3538287,1,14573717,113.0,W,visa,debit,yahoo.com,,512.0,87.0,4.0,
551326,3538326,1,14574441,200.0,R,visa,debit,yahoo.com,yahoo.com,264.0,87.0,,
551341,3538341,1,14574723,200.0,R,visa,debit,yahoo.com,yahoo.com,264.0,87.0,,
551372,3538372,1,14575368,200.0,R,mastercard,credit,yahoo.com,yahoo.com,204.0,87.0,,
551388,3538388,1,14575733,200.0,R,visa,debit,yahoo.com,yahoo.com,191.0,87.0,,
551464,3538464,1,14577048,59.0,W,visa,debit,,,204.0,87.0,959.0,
551475,3538475,1,14577347,59.0,W,visa,debit,gmail.com,,204.0,87.0,959.0,
551577,3538577,1,14578991,534.0,W,visa,debit,gmail.com,,485.0,87.0,0.0,
551600,3538600,1,14579233,534.0,W,visa,debit,gmail.com,,485.0,87.0,0.0,
551605,3538605,1,14579308,226.0,W,visa,debit,gmail.com,,485.0,87.0,0.0,
551651,3538651,1,14580097,107.0,W,visa,debit,,,204.0,87.0,114.0,
551655,3538655,1,14580126,884.0,W,visa,credit,bellsouth.net,,204.0,87.0,3.0,
551656,3538656,1,14580160,29.0,W,visa,debit,,,512.0,87.0,7.0,
551663,3538663,1,14580303,29.0,W,visa,debit,,,512.0,87.0,7.0,
551694,3538694,1,14580927,300.0,H,visa,debit,gmail.com,yahoo.com,325.0,87.0,,
551705,3538705,1,14581068,300.0,H,mastercard,credit,gmail.com,yahoo.com,325.0,87.0,,
551722,3538722,1,14581283,34.0,W,visa,debit,frontier.com,,110.0,87.0,7.0,
551730,3538730,1,14581478,9.837,C,visa,credit,gmail.com,gmail.com,,,,39.0
551732,3538732,1,14581556,9.837,C,visa,debit,gmail.com,gmail.com,,,,39.0
551753,3538753,1,14581756,59.0,W,visa,debit,gmail.com,,325.0,87.0,5.0,
551755,3538755,1,14581837,34.0,W,mastercard,debit,gmail.com,,441.0,87.0,1082.0,
551810,3538810,1,14582684,370.0,W,visa,debit,gmail.com,,485.0,87.0,0.0,
551854,3538854,1,14583585,884.0,W,visa,debit,gmail.com,,485.0,87.0,0.0,
551871,3538871,1,14583935,107.95,W,visa,credit,hotmail.com,,123.0,87.0,3.0,
551881,3538881,1,14584024,29.5,W,mastercard,debit,gmail.com,,441.0,87.0,2.0,
551890,3538890,1,14584119,370.0,W,visa,debit,gmail.com,,485.0,87.0,0.0,
551898,3538898,1,14584253,107.95,W,visa,debit,yahoo.com,,420.0,87.0,,
551922,3538922,1,14584690,117.0,W,visa,debit,,,181.0,87.0,0.0,
551943,3538943,1,14585170,13.402999999999999,C,visa,credit,hotmail.com,hotmail.com,,,,
551949,3538949,1,14585224,13.402999999999999,C,visa,credit,hotmail.com,hotmail.com,,,,
551959,3538959,1,14585337,107.95,W,visa,debit,yahoo.com,,181.0,87.0,0.0,
552045,3539045,1,14586626,80.416,C,mastercard,credit,hotmail.com,hotmail.com,,,,
552061,3539061,1,14586942,80.416,C,mastercard,credit,hotmail.com,hotmail.com,,,,
552063,3539063,1,14587030,80.416,C,mastercard,credit,hotmail.com,hotmail.com,,,,
552068,3539068,1,14587110,80.416,C,visa,credit,hotmail.com,hotmail.com,,,,
552069,3539069,1,14587175,80.416,C,mastercard,credit,hotmail.com,hotmail.com,,,,
552072,3539072,1,14587255,80.416,C,visa,credit,hotmail.com,hotmail.com,,,,
552074,3539074,1,14587325,80.416,C,visa,credit,hotmail.com,hotmail.com,,,,
552078,3539078,1,14587397,80.416,C,visa,credit,hotmail.com,hotmail.com,,,,
552084,3539084,1,14587584,8.915,C,visa,debit,gmail.com,gmail.com,,,,321.0
552101,3539101,1,14587773,39.0,W,visa,debit,yahoo.com,,204.0,87.0,,
552103,3539103,1,14587802,63.95,W,visa,debit,gmail.com,,299.0,87.0,,
552118,3539118,1,14588092,5.735,C,visa,debit,gmail.com,gmail.com,,,,321.0
552123,3539123,1,14588244,5.735,C,mastercard,debit,gmail.com,gmail.com,,,,321.0
552147,3539147,1,14588533,5.735,C,visa,debit,gmail.com,gmail.com,,,,321.0
552153,3539153,1,14588580,7.377999999999999,C,visa,debit,gmail.com,gmail.com,,,,321.0
552223,3539223,1,14590042,77.0,W,visa,debit,,,203.0,87.0,,
552240,3539240,1,14590264,77.0,W,visa,debit,,,203.0,87.0,,
552268,3539268,1,14590749,77.0,W,visa,debit,,,203.0,87.0,,
552275,3539275,1,14590960,77.0,W,visa,debit,,,203.0,87.0,,
552286,3539286,1,14591248,117.0,W,visa,debit,yahoo.com,,512.0,87.0,4.0,
552310,3539310,1,14591537,50.168,C,visa,credit,gmail.com,gmail.com,,,,
552541,3539541,1,14595990,17.276,C,visa,debit,gmail.com,gmail.com,,,,
552545,3539545,1,14596056,17.276,C,visa,debit,gmail.com,gmail.com,,,,
552596,3539596,1,14597175,59.0,W,visa,debit,gmail.com,,325.0,87.0,5.0,
552635,3539635,1,14597828,59.0,W,visa,debit,gmail.com,,181.0,87.0,37.0,
552740,3539740,1,14599814,87.0,W,visa,credit,yahoo.com,,126.0,87.0,,
552741,3539741,1,14599823,60.0,S,mastercard,credit,,gmail.com,330.0,87.0,,
552745,3539745,1,14599892,87.0,W,visa,credit,yahoo.com,,126.0,87.0,,
552746,3539746,1,14599931,39.224000000000004,C,visa,credit,gmail.com,gmail.com,,,,7.0
552750,3539750,1,14599972,87.0,W,visa,credit,yahoo.com,,126.0,87.0,,
552820,3539820,1,14601279,10.0,S,mastercard,credit,,gmail.com,330.0,87.0,,348.0
552826,3539826,1,14601329,10.0,S,mastercard,credit,,gmail.com,330.0,87.0,,348.0
552828,3539828,1,14601333,10.0,S,mastercard,credit,,gmail.com,330.0,87.0,,348.0
552831,3539831,1,14601362,10.0,S,mastercard,credit,,gmail.com,330.0,87.0,,348.0
552876,3539876,1,14602057,33.568000000000005,C,visa,credit,gmail.com,gmail.com,,,,10.0
552884,3539884,1,14602132,33.568000000000005,C,visa,credit,gmail.com,gmail.com,,,,10.0
552888,3539888,1,14602193,33.568000000000005,C,visa,credit,gmail.com,gmail.com,,,,10.0
552897,3539897,1,14602296,47.95,W,visa,debit,,,184.0,87.0,9.0,
552899,3539899,1,14602327,47.95,W,visa,debit,,,184.0,87.0,9.0,
552906,3539906,1,14602535,37.503,C,visa,credit,gmail.com,gmail.com,,,,
552909,3539909,1,14602612,37.503,C,visa,credit,gmail.com,gmail.com,,,,
552915,3539915,1,14602674,37.503,C,visa,credit,gmail.com,gmail.com,,,,
552965,3539965,1,14603647,117.0,W,visa,debit,gmail.com,,325.0,87.0,,
552984,3539984,1,14604020,47.95,W,visa,debit,,,184.0,87.0,9.0,
552987,3539987,1,14604060,30.95,W,visa,debit,,,184.0,87.0,9.0,
553022,3540022,1,14604869,29.0,W,mastercard,debit,yahoo.com,,315.0,87.0,85.0,
553046,3540046,1,14605231,311.95,W,visa,debit,yahoo.com,,337.0,87.0,,
553090,3540090,1,14606432,59.0,W,mastercard,debit,,,272.0,87.0,1915.0,
553098,3540098,1,14606703,29.0,W,mastercard,debit,yahoo.com,,315.0,87.0,,
553104,3540104,1,14606798,59.0,W,mastercard,debit,gmail.com,,272.0,87.0,1915.0,
553109,3540109,1,14606910,29.0,W,mastercard,debit,yahoo.com,,315.0,87.0,,
553122,3540122,1,14607242,24.0,W,mastercard,debit,yahoo.com,,315.0,87.0,,
553176,3540176,1,14608913,72.0,W,visa,debit,,,264.0,87.0,79.0,
553193,3540193,1,14609221,59.0,W,visa,debit,gmail.com,,264.0,87.0,79.0,
553349,3540349,1,14614041,19.674,C,mastercard,credit,gmail.com,gmail.com,,,,0.0
553377,3540377,1,14614989,311.95,W,visa,debit,yahoo.com,,337.0,87.0,7.0,
553431,3540431,1,14617753,54.225,C,visa,credit,gmail.com,gmail.com,,,,
553433,3540433,1,14617800,54.225,C,visa,debit,gmail.com,gmail.com,,,,
553434,3540434,1,14617840,54.225,C,visa,debit,gmail.com,gmail.com,,,,
553435,3540435,1,14617887,54.225,C,visa,credit,gmail.com,gmail.com,,,,
553438,3540438,1,14617985,54.225,C,visa,credit,gmail.com,gmail.com,,,,
553439,3540439,1,14618033,54.225,C,visa,debit,gmail.com,gmail.com,,,,
553441,3540441,1,14618073,54.225,C,visa,debit,gmail.com,gmail.com,,,,
553460,3540460,1,14619113,280.0,W,visa,credit,yahoo.com,,269.0,87.0,1856.0,
553462,3540462,1,14619169,117.0,W,visa,credit,yahoo.com,,269.0,87.0,1856.0,
553466,3540466,1,14619374,117.0,W,visa,credit,yahoo.com,,269.0,87.0,14.0,
553470,3540470,1,14619494,230.673,C,visa,credit,gmail.com,gmail.com,,,,
553472,3540472,1,14619555,141.404,C,visa,debit,gmail.com,gmail.com,,,,
553473,3540473,1,14619573,230.673,C,visa,debit,gmail.com,gmail.com,,,,
553476,3540476,1,14619724,117.0,W,visa,credit,yahoo.com,,299.0,87.0,,
553496,3540496,1,14622190,104.762,C,mastercard,credit,hotmail.com,hotmail.com,,,,2.0
553516,3540516,1,14625543,54.5,W,mastercard,debit,yahoo.com,,269.0,87.0,417.0,
553540,3540540,1,14632887,2.292,C,mastercard,credit,anonymous.com,anonymous.com,,,,
553541,3540541,1,14633026,2.292,C,mastercard,credit,anonymous.com,anonymous.com,,,,
553616,3540616,1,14642994,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,121.0
553653,3540653,1,14644520,39.0,W,visa,debit,,,325.0,87.0,1.0,
553662,3540662,1,14644744,39.0,W,visa,debit,,,325.0,87.0,1.0,
553663,3540663,1,14644782,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,257.0
553735,3540735,1,14647328,72.95,W,visa,debit,gmail.com,,204.0,87.0,11.0,
553737,3540737,1,14647421,49.0,W,visa,debit,gmail.com,,184.0,87.0,,
553772,3540772,1,14648688,664.0,W,visa,debit,gmail.com,,204.0,87.0,11.0,
553774,3540774,1,14648771,117.0,W,visa,credit,comcast.net,,512.0,87.0,,
553841,3540841,1,14650547,226.0,W,mastercard,debit,gmail.com,,315.0,87.0,,
553871,3540871,1,14651254,46.417,C,visa,credit,gmail.com,gmail.com,,,,
553882,3540882,1,14651642,63.94,C,visa,debit,gmail.com,gmail.com,,,,597.0
553898,3540898,1,14651907,46.417,C,mastercard,credit,gmail.com,gmail.com,,,,
553902,3540902,1,14651982,500.0,R,mastercard,credit,anonymous.com,gmail.com,272.0,87.0,,
553934,3540934,1,14652475,250.0,R,mastercard,credit,anonymous.com,anonymous.com,272.0,87.0,,
553974,3540974,1,14653400,107.95,W,mastercard,debit,gmail.com,,387.0,87.0,3.0,
553997,3540997,1,14653822,59.0,W,visa,debit,,,472.0,87.0,0.0,
554008,3541008,1,14654140,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,257.0
554013,3541013,1,14654195,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,257.0
554022,3541022,1,14654329,884.0,W,visa,debit,,,472.0,87.0,,
554038,3541038,1,14654767,18.014,C,visa,debit,gmail.com,gmail.com,,,,1059.0
554048,3541048,1,14654931,29.0,W,mastercard,debit,yahoo.com,,315.0,87.0,93.0,
554070,3541070,1,14655446,162.861,C,visa,credit,gmail.com,gmail.com,,,,811.0
554072,3541072,1,14655479,59.0,W,visa,debit,,,472.0,87.0,0.0,
554110,3541110,1,14656178,34.921,C,visa,debit,gmail.com,gmail.com,,,,1405.0
554172,3541172,1,14657301,79.309,C,visa,credit,hotmail.com,hotmail.com,,,,2.0
554198,3541198,1,14657803,59.0,W,visa,debit,gmail.com,,337.0,87.0,,
554200,3541200,1,14657865,464.34,W,mastercard,credit,yahoo.com,,264.0,87.0,,
554202,3541202,1,14657905,29.0,W,mastercard,debit,yahoo.com,,315.0,87.0,93.0,
554216,3541216,1,14658138,59.0,W,visa,debit,gmail.com,,337.0,87.0,,
554223,3541223,1,14658305,49.184,C,visa,debit,gmail.com,gmail.com,,,,1405.0
554294,3541294,1,14659620,226.0,W,visa,debit,gmail.com,,337.0,87.0,,
554357,3541357,1,14660642,226.0,W,visa,debit,gmail.com,,485.0,87.0,0.0,
554388,3541388,1,14661167,226.0,W,visa,debit,gmail.com,,485.0,87.0,0.0,
554411,3541411,1,14661631,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,257.0
554415,3541415,1,14661694,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,257.0
554419,3541419,1,14661774,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,257.0
554425,3541425,1,14661835,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,257.0
554436,3541436,1,14661987,64.8,C,visa,debit,gmail.com,gmail.com,,,,
554456,3541456,1,14662428,64.8,C,visa,debit,gmail.com,gmail.com,,,,
554483,3541483,1,14662675,300.0,R,visa,credit,gmail.com,gmail.com,337.0,87.0,,
554615,3541615,1,14664734,67.95,W,mastercard,debit,,,485.0,87.0,,
554670,3541670,1,14665498,363.0,W,visa,debit,gmail.com,,485.0,87.0,0.0,
554687,3541687,1,14665774,34.0,W,visa,debit,gmail.com,,272.0,87.0,21.0,
554738,3541738,1,14666481,554.0,W,visa,debit,,,472.0,87.0,854.0,
554772,3541772,1,14666984,51.0,W,visa,debit,,,472.0,87.0,0.0,
554801,3541801,1,14667504,445.0,W,visa,debit,gmail.com,,337.0,87.0,,
554887,3541887,1,14668849,39.224000000000004,C,mastercard,credit,icloud.com,icloud.com,,,,
554889,3541889,1,14668920,39.224000000000004,C,visa,credit,icloud.com,icloud.com,,,,
554916,3541916,1,14669212,200.0,R,mastercard,credit,yahoo.com,yahoo.com,204.0,87.0,,
555023,3542023,1,14671480,107.95,W,visa,credit,hotmail.com,,123.0,87.0,3.0,
555069,3542069,1,14672075,107.95,W,visa,debit,,,181.0,87.0,0.0,
555088,3542088,1,14672417,8.361,C,visa,debit,hotmail.com,hotmail.com,,,,
555096,3542096,1,14672481,8.361,C,visa,credit,hotmail.com,hotmail.com,,,,
555097,3542097,1,14672518,8.361,C,visa,debit,hotmail.com,hotmail.com,,,,
555108,3542108,1,14672642,107.95,W,visa,debit,yahoo.com,,420.0,87.0,72.0,
555117,3542117,1,14672854,119.02600000000001,C,mastercard,credit,gmail.com,gmail.com,,,,
555148,3542148,1,14673499,41.806000000000004,C,visa,credit,gmail.com,gmail.com,,,,7.0
555159,3542159,1,14673658,41.806000000000004,C,visa,credit,gmail.com,gmail.com,,,,7.0
555177,3542177,1,14673917,26.129,C,mastercard,debit,hotmail.com,hotmail.com,,,,
555182,3542182,1,14673987,20.903000000000002,C,visa,credit,gmail.com,gmail.com,,,,7.0
555186,3542186,1,14674042,20.903000000000002,C,mastercard,credit,gmail.com,gmail.com,,,,7.0
555189,3542189,1,14674090,20.903000000000002,C,visa,debit,gmail.com,gmail.com,,,,7.0
555190,3542190,1,14674106,117.0,W,visa,credit,hotmail.com,,123.0,87.0,3.0,
555194,3542194,1,14674138,20.903000000000002,C,visa,credit,gmail.com,gmail.com,,,,7.0
555203,3542203,1,14674211,20.903000000000002,C,mastercard,debit,gmail.com,gmail.com,,,,7.0
555210,3542210,1,14674275,20.903000000000002,C,mastercard,debit,gmail.com,gmail.com,,,,7.0
555223,3542223,1,14674470,77.0,W,mastercard,debit,yahoo.com,,315.0,87.0,93.0,
555265,3542265,1,14675178,77.0,W,mastercard,debit,yahoo.com,,315.0,87.0,93.0,
555296,3542296,1,14675551,61.357,C,visa,credit,gmail.com,gmail.com,,,,
555308,3542308,1,14675717,874.0,W,visa,credit,bellsouth.net,,204.0,87.0,3.0,
555338,3542338,1,14676474,57.483999999999995,C,visa,debit,hotmail.com,hotmail.com,,,,
555370,3542370,1,14677070,107.95,W,visa,debit,gmail,,204.0,87.0,6.0,
555372,3542372,1,14677119,554.0,W,visa,debit,gmail.com,,177.0,87.0,,
555426,3542426,1,14677911,53.18,C,mastercard,credit,gmail.com,gmail.com,,,,
555433,3542433,1,14677989,15.0,S,visa,credit,,icloud.com,181.0,87.0,,436.0
555435,3542435,1,14678011,53.18,C,mastercard,credit,gmail.com,gmail.com,,,,
555447,3542447,1,14678243,53.18,C,visa,credit,gmail.com,gmail.com,,,,
555472,3542472,1,14678557,53.18,C,visa,credit,gmail.com,gmail.com,,,,
555486,3542486,1,14678798,424.95,W,mastercard,credit,yahoo.com,,264.0,87.0,,
555506,3542506,1,14679009,311.95,W,visa,debit,yahoo.com,,337.0,87.0,7.0,
555522,3542522,1,14679201,77.0,W,mastercard,credit,gmail.com,,330.0,87.0,,
555532,3542532,1,14679302,77.0,W,visa,credit,gmail.com,,330.0,87.0,,
555624,3542624,1,14680889,59.0,W,visa,debit,gmail.com,,204.0,87.0,,
555625,3542625,1,14680898,77.0,W,visa,credit,gmail.com,,330.0,87.0,,
555746,3542746,1,14683144,53.18,C,visa,credit,gmail.com,gmail.com,,,,206.0
555838,3542838,1,14684683,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,276.0
555842,3542842,1,14684749,265.594,C,visa,credit,gmail.com,gmail.com,,,,166.0
555843,3542843,1,14684749,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,276.0
555851,3542851,1,14684892,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,276.0
555853,3542853,1,14684914,66.398,C,visa,credit,gmail.com,gmail.com,,,,166.0
555855,3542855,1,14684977,66.398,C,visa,credit,gmail.com,gmail.com,,,,166.0
555862,3542862,1,14685067,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,276.0
555864,3542864,1,14685091,66.398,C,visa,credit,gmail.com,gmail.com,,,,166.0
555865,3542865,1,14685163,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,276.0
555870,3542870,1,14685235,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,276.0
555874,3542874,1,14685322,66.398,C,visa,credit,gmail.com,gmail.com,,,,
555876,3542876,1,14685356,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,276.0
555880,3542880,1,14685385,117.0,W,visa,debit,gmail.com,,204.0,87.0,,
555884,3542884,1,14685500,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,276.0
555912,3542912,1,14686052,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,276.0
555920,3542920,1,14686146,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,276.0
555929,3542929,1,14686301,22.993000000000002,C,visa,debit,gmail.com,gmail.com,,,,276.0
555936,3542936,1,14686380,50.0,S,mastercard,credit,,gmail.com,330.0,87.0,,
555948,3542948,1,14686531,22.993000000000002,C,mastercard,debit,gmail.com,gmail.com,,,,276.0
555954,3542954,1,14686615,22.993000000000002,C,mastercard,debit,gmail.com,gmail.com,,,,276.0
555992,3542992,1,14687166,15.985,C,mastercard,debit,hotmail.com,hotmail.com,,,,
556051,3543051,1,14688307,132.797,C,mastercard,credit,gmail.com,gmail.com,,,,
556057,3543057,1,14688380,132.797,C,visa,credit,gmail.com,gmail.com,,,,
556060,3543060,1,14688434,132.797,C,visa,credit,gmail.com,gmail.com,,,,
556070,3543070,1,14688677,66.398,C,mastercard,credit,gmail.com,gmail.com,,,,
556231,3543231,1,14691409,117.0,W,visa,debit,yahoo.com,,512.0,87.0,4.0,
556286,3543286,1,14692896,884.0,W,visa,credit,charter.net,,226.0,87.0,,
556292,3543292,1,14692957,884.0,W,visa,credit,charter.net,,226.0,87.0,,
556305,3543305,1,14693226,59.0,W,mastercard,debit,yahoo.com,,315.0,87.0,34.0,
556315,3543315,1,14693483,59.0,W,mastercard,debit,yahoo.com,,315.0,87.0,34.0,
556379,3543379,1,14695726,43.343,C,mastercard,credit,gmail.com,gmail.com,,,,
556383,3543383,1,14695811,43.343,C,mastercard,credit,gmail.com,gmail.com,,,,
556388,3543388,1,14695897,43.343,C,mastercard,credit,gmail.com,gmail.com,,,,
556501,3543501,1,14700186,49.0,W,mastercard,credit,gmail.com,,433.0,87.0,1.0,
556502,3543502,1,14700352,17.46,C,mastercard,credit,hotmail.com,hotmail.com,,,,
556504,3543504,1,14700564,49.0,W,mastercard,credit,gmail.com,,433.0,87.0,1.0,
556505,3543505,1,14700593,23.608,C,mastercard,debit,gmail.com,gmail.com,,,,
556507,3543507,1,14700617,49.0,W,mastercard,credit,gmail.com,,433.0,87.0,1.0,
556510,3543510,1,14700703,49.0,W,mastercard,credit,gmail.com,,433.0,87.0,1.0,
556514,3543514,1,14700827,49.0,W,mastercard,credit,gmail.com,,433.0,87.0,1.0,
556519,3543519,1,14700974,14.895999999999999,C,mastercard,debit,gmail.com,gmail.com,,,,321.0
556547,3543547,1,14702536,59.021,C,mastercard,credit,gmail.com,gmail.com,,,,162.0
556585,3543585,1,14705956,9.468,C,visa,credit,gmail.com,gmail.com,,,,7.0
556598,3543598,1,14707634,1384.95,W,mastercard,credit,hotmail.com,,299.0,87.0,,
556608,3543608,1,14710236,157.389,C,mastercard,debit,outlook.com,outlook.com,,,,
556609,3543609,1,14710246,35.966,C,visa,credit,hotmail.com,hotmail.com,,,,199.0
556613,3543613,1,14710668,62.956,C,mastercard,debit,outlook.com,outlook.com,,,,
556614,3543614,1,14710722,29.818,C,visa,credit,hotmail.com,hotmail.com,,,,199.0
556616,3543616,1,14710867,29.818,C,mastercard,credit,hotmail.com,hotmail.com,,,,199.0
556624,3543624,1,14711998,11.804,C,mastercard,debit,gmail.com,gmail.com,,,,282.0
556642,3543642,1,14722089,59.0,W,mastercard,debit,gmail.com,,264.0,87.0,,
556645,3543645,1,14723424,43.343,C,mastercard,credit,gmail.com,gmail.com,,,,
556700,3543700,1,14731324,334.99,W,visa,debit,gmail.com,,204.0,87.0,,
556832,3543832,1,14737559,49.0,W,mastercard,debit,gmail.com,,512.0,87.0,,
556878,3543878,1,14739130,77.0,W,visa,debit,gmail.com,,204.0,87.0,69.0,
556882,3543882,1,14739322,34.0,W,visa,debit,gmail.com,,272.0,87.0,21.0,
556888,3543888,1,14739446,150.0,H,visa,debit,icloud.com,icloud.com,325.0,87.0,,
556891,3543891,1,14739490,150.0,H,visa,debit,icloud.com,icloud.com,325.0,87.0,,
556894,3543894,1,14739564,150.0,H,visa,debit,icloud.com,icloud.com,325.0,87.0,,
556899,3543899,1,14739649,100.0,H,visa,debit,icloud.com,icloud.com,325.0,87.0,,
556915,3543915,1,14740371,334.0,W,visa,debit,gmail.com,,204.0,87.0,,
556932,3543932,1,14741145,34.0,W,visa,debit,gmail.com,,272.0,87.0,21.0,
556952,3543952,1,14741564,12.603,C,visa,debit,gmail.com,gmail.com,,,,0.0
556966,3543966,1,14742016,300.0,H,visa,debit,icloud.com,icloud.com,325.0,87.0,,
557021,3544021,1,14743814,29.5,W,visa,debit,gmail.com,,272.0,87.0,21.0,
557026,3544026,1,14743940,34.0,W,visa,debit,gmail.com,,272.0,87.0,21.0,
557119,3544119,1,14745904,59.0,W,visa,debit,gmail.com,,204.0,87.0,10.0,
557194,3544194,1,14747573,141.0,W,visa,credit,gmail.com,,330.0,87.0,,
557209,3544209,1,14747895,25.206999999999997,C,mastercard,credit,gmail.com,gmail.com,,,,1.0
557215,3544215,1,14747989,25.206999999999997,C,visa,credit,gmail.com,gmail.com,,,,1.0
557241,3544241,1,14748513,17.952,C,mastercard,debit,gmail.com,gmail.com,,,,912.0
557272,3544272,1,14749204,4.673,C,visa,credit,gmail.com,gmail.com,,,,7.0
557284,3544284,1,14749493,4.673,C,visa,credit,gmail.com,gmail.com,,,,
557287,3544287,1,14749509,3.935,C,mastercard,debit,gmail.com,gmail.com,,,,74.0
557296,3544296,1,14749627,3.935,C,mastercard,debit,gmail.com,gmail.com,,,,74.0
557303,3544303,1,14749701,3.935,C,mastercard,debit,gmail.com,gmail.com,,,,74.0
557315,3544315,1,14749963,59.0,W,visa,debit,gmail.com,,204.0,87.0,,
557321,3544321,1,14750133,59.0,W,visa,debit,gmail.com,,204.0,87.0,,
557367,3544367,1,14750932,59.0,W,mastercard,debit,gmail.com,,325.0,87.0,,
557369,3544369,1,14750947,59.0,W,mastercard,debit,gmail.com,,325.0,87.0,,
557373,3544373,1,14750983,107.95,W,visa,debit,aol.com,,204.0,87.0,,
557384,3544384,1,14751205,500.0,W,visa,debit,gmail.com,,177.0,87.0,,
557394,3544394,1,14751574,59.0,W,mastercard,debit,ymail.com,,325.0,87.0,,
557397,3544397,1,14751642,107.95,W,visa,credit,hotmail.com,,123.0,87.0,3.0,
557407,3544407,1,14751756,500.0,W,visa,debit,gmail.com,,177.0,87.0,,
557431,3544431,1,14752256,107.95,W,visa,debit,,,181.0,87.0,0.0,
557455,3544455,1,14752707,19.797,C,mastercard,debit,gmail.com,gmail.com,,,,
557476,3544476,1,14753019,157.389,C,visa,credit,gmail.com,gmail.com,,,,
557478,3544478,1,14753062,157.389,C,visa,credit,gmail.com,gmail.com,,,,
557489,3544489,1,14753180,87.0,W,visa,debit,yahoo.com,,441.0,87.0,86.0,
557503,3544503,1,14753632,14.879000000000001,C,mastercard,debit,hotmail.com,hotmail.com,,,,
557522,3544522,1,14754062,157.389,C,visa,credit,gmail.com,gmail.com,,,,
557550,3544550,1,14754899,25.206999999999997,C,mastercard,credit,gmail.com,gmail.com,,,,
557602,3544602,1,14756374,59.0,W,mastercard,debit,,,272.0,87.0,747.0,
557620,3544620,1,14756698,59.0,W,mastercard,debit,,,272.0,87.0,747.0,
557708,3544708,1,14758484,67.95,W,visa,debit,gmail.com,,299.0,87.0,15.0,
557827,3544827,1,14761195,171.0,W,visa,debit,gmail.com,,337.0,87.0,8.0,
557831,3544831,1,14761282,226.0,W,visa,debit,icloud.com,,204.0,87.0,,
557887,3544887,1,14762277,171.0,W,visa,debit,icloud.com,,337.0,87.0,8.0,
557916,3544916,1,14762729,101.811,C,visa,credit,gmail.com,gmail.com,,,,
557928,3544928,1,14762976,59.0,W,visa,debit,msn.com,,325.0,87.0,4.0,
557938,3544938,1,14763198,59.0,W,visa,debit,msn.com,,325.0,87.0,4.0,
557946,3544946,1,14763501,117.0,W,visa,credit,,,269.0,87.0,14.0,
557952,3544952,1,14763726,117.0,W,visa,credit,yahoo.com,,269.0,87.0,14.0,
557956,3544956,1,14763794,92.0,W,visa,credit,yahoo.com,,269.0,87.0,14.0,
558076,3545076,1,14766346,49.0,W,visa,credit,,,143.0,87.0,,
558096,3545096,1,14766879,29.0,W,visa,debit,gmail.com,,299.0,87.0,10.0,
558122,3545122,1,14767399,49.0,W,visa,credit,,,143.0,87.0,,
558162,3545162,1,14768360,57.95,W,visa,debit,,,204.0,87.0,7.0,
